napcs_code,bea_2017_commodity,weight,resolution,napcs_description
2031675006,332600,1.0,NAICS_2007_Code,"Manufacturing of hot formed automotive, truck, bus, trailer, etc., leaf steel springs for shipment to U.S. motor vehicle manufacturers or their suppliers for use in original equipment"
2031700000,332600,1.0,NAICS_2007_Code,"Manufacturing of other hot formed, hot wound, and helical steel springs"
2031700003,332600,1.0,NAICS_2007_Code,"Manufacturing of hot formed and hot wound locomotive, railroad car, and other helical steel springs"
2031700006,332600,1.0,NAICS_2007_Code,"Manufacturing of other hot formed steel springs, including torsion bar springs and leaf springs for tractors, farm equipment, locomotives, etc."
2031725000,332600,1.0,NAICS_2007_Code,"Manufacturing of cold formed steel springs, flat and helical suspension (excluding wire)"
2031750000,332999,1.0,NAICS_2012_Code,"Manufacturing of stamped metal wheels for golf carts, lawn mowers, etc. (disc-type)"
2031775000,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle wheels, new"
2031775003,336390,1.0,NAICS_2007_Code,"Manufacturing of car and light truck wheels, including combination, new"
2031775006,336390,1.0,NAICS_2007_Code,"Manufacturing of heavy truck- and bus-type wheels, including those used for truck trailers and trailer coaches"
2031800000,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle frames, new"
2031825000,336211,1.0,NAICS_2012_Code,Manufacturing of bus bodies
2031825003,336211,1.0,NAICS_2012_Code,Manufacturing of school bus bodies
2031825006,336211,1.0,NAICS_2012_Code,Manufacturing of other bus bodies
2031850000,336211,1.0,NAICS_2012_Code,Manufacturing of truck cabs
2031875000,336211,1.0,NAICS_2012_Code,"Manufacturing of van bodies, walk-in"
2031900000,336211,1.0,NAICS_2012_Code,Manufacturing of van bodies with separate cab
2031900003,336211,1.0,NAICS_2012_Code,"Manufacturing of van bodies, insulated"
2031900006,336211,1.0,NAICS_2012_Code,"Manufacturing of van bodies, dry freight"
2031900009,336211,1.0,NAICS_2012_Code,"Manufacturing of van bodies, parcel delivery"
2031900012,336211,1.0,NAICS_2012_Code,Manufacturing of other van bodies with separate cab
2031925000,336211,1.0,NAICS_2012_Code,Manufacturing of other truck and vehicle bodies (including dumptruck lifting mechanisms)
2031925003,336211,1.0,NAICS_2012_Code,Manufacturing of tank bodies
2031925006,336211,1.0,NAICS_2012_Code,"Manufacturing of front, rear, and side loading garbage and refuse truck bodies (packer types)"
2031925009,336211,1.0,NAICS_2012_Code,Manufacturing of other garbage and refuse truck bodies
2031925012,336211,1.0,NAICS_2012_Code,Manufacturing of beverage truck bodies
2031925015,336211,1.0,NAICS_2012_Code,Manufacturing of dump truck bodies
2031925018,336211,1.0,NAICS_2012_Code,Manufacturing of dump truck lifting mechanisms
2031925021,336211,1.0,NAICS_2012_Code,Manufacturing of stake and platform truck bodies
2031925024,336211,1.0,NAICS_2012_Code,Manufacturing of utility line service truck bodies
2031925027,336211,1.0,NAICS_2012_Code,Manufacturing of other mobile service-type truck bodies
2031925031,336211,1.0,NAICS_2012_Code,Manufacturing of wrecker truck bodies
2031925033,336211,1.0,NAICS_2012_Code,Manufacturing of ambulance and rescue vehicle bodies
2031925036,336211,1.0,NAICS_2012_Code,"Manufacturing of light truck (minivan, SUV, pickup truck) and passenger car bodies"
2031925039,336211,1.0,NAICS_2012_Code,"Manufacturing of motor vehicle fifth wheels, new"
2031925042,336211,1.0,NAICS_2012_Code,Manufacturing of refrigeration bodies
2031925045,336211,1.0,NAICS_2012_Code,Manufacturing of all other truck and vehicle bodies
2031950000,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle bumper assemblies, bumpers, and parts, new"
2031950003,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle bumper assemblies, bumpers, and parts for cars and light trucks (10,000 lb GVW and less), new"
2031950006,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle bumper assemblies, bumpers, and parts for heavy trucks (greater than 10,000 lb GVW), new"
2031975000,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle fuel tanks, new"
2032000000,336390,1.0,override,"Manufacturing of all other motor vehicle parts, new"
2032000003,336390,1.0,NAICS_2007_Code,"Manufacturing of truck and trailer liftgates, new"
2032000006,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle sunroofs and parts, new"
2032000009,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle doors, new"
2032025000,327200,1.0,NAICS_2012_Code,Manufacturing of automotive mirrors (decorated and undecorated)
2032030000,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle convertible tops, new"
2032040000,336390,1.0,NAICS_2007_Code,Manufacturing of luggage and utility racks
2032050000,326140,1.0,NAICS_2012_Code,"Manufacturing of transportation polystyrene foam products (including seating, dash, and other interior-exterior components)"
2032075000,326150,1.0,NAICS_2012_Code,"Manufacturing of transportation polyurethane foam products, cut slab stock for seating and trim, molded seating and products, headrests, armrests, etc."
2032100000,326290,1.0,NAICS_2012_Code,Manufacturing of latex foam and chemically blown open and closed cell rubber sponge for automotive applications
2032125000,336360,1.0,NAICS_2012_Code,Manufacturing of automobile trimmings
2032150000,336360,1.0,NAICS_2012_Code,"Manufacturing of fabricated seat and safety belts, including shoulder harnesses (excluding leather)"
2032175000,336360,1.0,NAICS_2012_Code,Manufacturing of seats for public conveyance and aircraft
2032175003,336360,1.0,NAICS_2012_Code,"Manufacturing of seats for public conveyances (excluding aircraft), including automobiles, trucks, buses, and van conversions"
2032175006,336360,1.0,NAICS_2012_Code,Manufacturing of seats for aircraft
2032200000,336360,1.0,NAICS_2012_Code,Manufacturing of fabricated automobile seat covers and tire covers
2032225000,336360,1.0,NAICS_2012_Code,Manufacturing of metal motor vehicle seat frames
2032250000,31161A,0.5,NAICS_2012_Code,"Manufacturing of leather, hides, and skins, finished and unfinished"
2032250000,316000,0.5,NAICS_2012_Code,"Manufacturing of leather, hides, and skins, finished and unfinished"
2032275000,327200,1.0,NAICS_2012_Code,Manufacturing of tempered glass for automotive purposes
2032300000,327200,1.0,NAICS_2012_Code,"Manufacturing of machine-made pressed and blown lighting, automotive, and electronic glassware"
2032325000,327200,1.0,NAICS_2012_Code,"Manufacturing of lighting, automotive, and electronic glassware"
2032350000,332720,1.0,NAICS_2012_Code,"Manufacturing of precision turned products, automotive"
2032375000,334300,1.0,NAICS_2012_Code,Manufacturing of automotive audio equipment (excluding speakers)
2032375003,334300,1.0,NAICS_2012_Code,"Manufacturing of AM-FM radios, satellites radios and compact disc player combinations"
2032375006,334300,1.0,NAICS_2012_Code,"Manufacturing of other automotive audio equipment (excluding speakers), including equalizers and amplifiers"
2032400000,334300,1.0,NAICS_2012_Code,Manufacturing of speakers for automobiles
2032400003,334300,1.0,NAICS_2012_Code,Manufacturing of single loudspeakers mounted in an enclosure for automobiles
2032400006,334300,1.0,NAICS_2012_Code,Manufacturing of multiple loudspeakers mounted in an enclosure for automobiles
2032400009,334300,1.0,NAICS_2012_Code,Manufacturing of unmounted speakers for automobiles
2032400012,334300,1.0,NAICS_2012_Code,Manufacturing of microphones for automobiles
2032400015,334300,1.0,NAICS_2012_Code,Manufacturing of public address systems for automobiles
2032425000,336390,1.0,NAICS_2007_Code,"Manufacturing of motor vehicle air bag assemblies and parts, new"
2032450000,336413,1.0,NAICS_2012_Code,Manufacturing of aircraft landing gear for civilian and military aircraft
2032450003,336413,1.0,NAICS_2012_Code,Manufacturing of aircraft landing gear for military aircraft (including other aircraft built to military specifications)
2032450006,336413,1.0,NAICS_2012_Code,Manufacturing of aircraft landing gear for civilian aircraft
2032475000,336413,1.0,NAICS_2012_Code,Manufacturing of other aircraft subassemblies and parts for military aircraft (including other aircraft built to military specifications)
2032500000,336413,1.0,NAICS_2012_Code,Manufacturing of other aircraft subassemblies and parts for civilian aircraft
2032525000,33641A,1.0,NAICS_2012_Code,"Manufacturing of missile and space vehicle components, parts, and subassemblies for U.S. Government nonmilitary customers"
2032550000,33641A,1.0,NAICS_2012_Code,"Manufacturing of missile and space vehicle components, parts, and subassemblies for other customers"
2032575000,33641A,1.0,NAICS_2012_Code,"Manufacturing of missile and space vehicle components, parts, and subassemblies for U.S. Government military customers"
2032600000,325510,1.0,NAICS_2012_Code,"Manufacturing of product finishes for original equipment manufacturers (OEM), excluding marine coatings"
2032600003,325510,1.0,NAICS_2012_Code,"Manufacturing of automobile, light truck, van, and sport utility vehicle finishes"
2032600006,325510,1.0,NAICS_2012_Code,Manufacturing of automobile parts finishes
2032600009,325510,1.0,NAICS_2012_Code,"Manufacturing of heavy-duty truck, bus, and recreational vehicle finishes"
2032600012,325510,1.0,NAICS_2012_Code,"Manufacturing of other transportation equipment finishes, including aircraft and railroad"
2032600015,325510,1.0,NAICS_2012_Code,Manufacturing of other powder coatings
2032600018,325510,1.0,NAICS_2012_Code,"Manufacturing of other industrial product finishes, excluding semi-manufactured products such as pigment dispersions and ink vehicles"
2032600021,325510,1.0,NAICS_2012_Code,"Manufacturing of appliance, heating equipment, and air conditioner finishes"
2032600024,325510,1.0,NAICS_2012_Code,"Manufacturing of wood furniture, cabinet, and fixture finishes"
2032600027,325510,1.0,NAICS_2012_Code,Manufacturing of wood and composition board flat stock finishes
2032600031,325510,1.0,NAICS_2012_Code,"Manufacturing of metal building product finishes, including coatings for aluminum extrusions and siding"
2032600033,325510,1.0,NAICS_2012_Code,Manufacturing of container and closure finishes
2032600036,325510,1.0,NAICS_2012_Code,"Manufacturing of machinery and equipment finishes, including road building equipment and farm implement"
2032600039,325510,1.0,NAICS_2012_Code,"Manufacturing of nonwood furniture and fixture finishes, including business equipment finishes"
2032600042,325510,1.0,NAICS_2012_Code,"Manufacturing of paper, paper board, film, and foil finishes, excluding pigment binders"
2032600045,325510,1.0,NAICS_2012_Code,Manufacturing of electrical insulating coatings
2032600048,325510,1.0,NAICS_2012_Code,"Manufacturing of powder coatings, thermoset, general decorative, appliance"
2032600051,325510,1.0,NAICS_2012_Code,"Manufacturing of powder coatings, thermoset, general decorative, automotive"
2032600054,325510,1.0,NAICS_2012_Code,"Manufacturing of powder coatings, thermoset, general decorative, architectural, including aluminum extrusions"
2032600057,325510,1.0,NAICS_2012_Code,"Manufacturing of powder coatings, thermoset, general decorative, lawn and garden"
2032600061,325510,1.0,NAICS_2012_Code,"Manufacturing of powder coatings, thermoset, general decorative, general metal finishing"
2032600063,325510,1.0,NAICS_2012_Code,"Manufacturing of powder coatings, heat-sensitive substrates (such as wood, plastics, composites, etc.)"
2032625000,332114,1.0,NAICS_2012_Code,"Manufacturing of custom roll formed products (carbon, stainless, and alloy steel), aluminum and other metal, for machinery and transportation equipment"
2032650000,332500,1.0,NAICS_2012_Code,"Manufacturing of motor vehicle hardware (lock units, door and window handles, window regulators, hinges, license plate brackets, etc.)"
2032675000,332500,1.0,NAICS_2012_Code,Manufacturing of other transportation equipment hardware (excluding motor vehicle hardware)
2032675003,332500,1.0,NAICS_2012_Code,"Manufacturing of marine hardware (including shackles, rope sockets, tackle blocks, wire rope clips, clamps, and joiners' hardware)"
2032675006,332500,1.0,NAICS_2012_Code,Manufacturing of aircraft hardware
2032675009,332500,1.0,NAICS_2012_Code,Manufacturing of other transportation equipment hardware (including railroad car hardware)
2032700000,332600,1.0,NAICS_2007_Code,Manufacturing of other wire springs
2032700003,332600,1.0,NAICS_2007_Code,Manufacturing of seat and back springs for motor vehicles
2032700006,332600,1.0,NAICS_2007_Code,Manufacturing of valve springs and other wire springs
2032725000,332720,1.0,NAICS_2012_Code,"Manufacturing of precision turned products (made on CNC equipment or screw machines), excluding automotive"
2032750000,336991,1.0,NAICS_2012_Code,"Manufacturing of parts for bicycles, unicycles, and adult tricycles"
2032775000,336999,1.0,NAICS_2012_Code,Manufacturing of parts for self-propelled golf carts and industrial in-plant personnel carriers
2032800000,336999,1.0,NAICS_2012_Code,Manufacturing of parts for all-terrain vehicles
2032810000,33329A,1.0,NAICS_2007_Code,Manufacturing of parts for metal degreasing machines
2032815000,336992,1.0,NAICS_2012_Code,"Manufacturing of parts for self-propelled weapons, tanks, and other full-tracked combat vehicles and armored utility vehicles"
2032825000,326190,1.0,NAICS_2012_Code,Manufacturing of electrical and electronic fabricated plastics (excluding foam and reinforced plastics)
2032825003,326190,1.0,NAICS_2012_Code,"Manufacturing of electrical and electronic fabricated plastics products for office equipment, plastic parts for computers, fax machines, and cash registers (excluding foam and reinforced plastics)"
2032825006,326190,1.0,NAICS_2012_Code,Manufacturing of electrical and electronic fabricated plastics products for household and commercial appliances (excluding foam and reinforced plastics)
2032825009,326190,1.0,NAICS_2012_Code,Manufacturing of electrical and electronic fabricated plastics products for communications equipment (excluding foam and reinforced plastics)
2032825012,326190,1.0,NAICS_2012_Code,"Manufacturing of other electrical and electronic fabricated plastics products, including wiring devices and parts (excluding foam and reinforced plastics)"
2032850000,326190,1.0,NAICS_2012_Code,Manufacturing of electrical and electronic reinforced and fiberglass plastics products
2032875000,327993,1.0,NAICS_2012_Code,"Manufacturing of blankets (flexible) (including fabricated pieces, rolls, and batts)"
